"usuario";"modulo";"madre";"compania"
"USUARIOTMP";"IMPRESION X FORMATO";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"IMPRESION X PACIENTE";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INFORMES";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ODONTOLOGIA INFORMES";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ADMINISTRACION";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ADMINISTRACION DE FORMATOS";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"FICHA ID";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CIE10";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CAMBIO DE DODUMENTO ID";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"UNIFICACION HC";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"USUARIOS X HC";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"USUARIOS X ORDENES MEDICAS";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ADMIN AGENDA INTERNA";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ACTVIDADES ASISTENCIALES";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"FORMATOS EGRESO X AMBITO";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"XML";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ODONTOLOGIA";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONVENCION COLORES";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PROCEDIMIENTOS";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RUTA IMAGENES";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONFIGURACION PACIENTE SEGURO";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"APROBADOR";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"COMITE";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"COORDINADORES";"HISTORIA CLINICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ALMACEN";"";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONSUMO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"FICHA PRODUCTO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"FICHA PROVEEDOR";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"SOLICITUD DE CONSUMO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ACTUALIZACIÓN TARIFAS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"REGISTRO DE MOVIMIENTO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ORDEN DE COMPRA";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ENTRADAS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"REMISIONES";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"SALIDAS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"AJUSTES";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TRASLADOS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"DEVOLUCIONES";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"SALIDAS X PLANTILLA";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"DESPACHOS NO PROGRAMADOS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PLAN ANUAL DE COMPRAS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INFORMES";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"EXISTENCIAS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"COMPARATIVOS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INDICADORES";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ESPECIALES";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"FARMACIA";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONFIGURACION";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ALMACENES";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"BODEGAS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"COMPROBANTES";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"GRUPOS DE PRODUCTO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TARIFARIOS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PRESENTACIONES";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TIPOS DE PRODUCTO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"UNIDADES DE MEDIDA";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"USUARIOS X ALMACEN";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"USUARIOS XA SOLICITUD";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ALMACENES FARMACEUTICOS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CUENTAS X CENTRO DE COSTOS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MENSAJES DE ACTAS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"USUARIOS X CENTROS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CUENTAS X AJUSTES";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CLASIFICACION PRODUCTOS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RIESGOS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"APROBAR SOLICITUD DE CONSUMO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"APROBAR ORDEN DE COMPRA";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONTRATOS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"VER SOLICITUDES DE CONSUMO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INFRAESTRUCTURA";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"BUSQUEDA";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MOVIMIENTO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"LEVANTAMIENTO INICIAL";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"COMPRAS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"BAJAS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MANTENIMIENTOS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"SOLICITUD MANTENIMIENTO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"APROBACION MANTENIMIENTO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MANTENIMIENTO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"EVALUACION MANTENIMIENTO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"AGENDA MANTENIMIENTO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PROCESOS INFRAESTRUCTURA";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"APROBAR ORDEN COMPRA";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"APROBAR TRASLADO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"EJECUTAR TRASLADO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"APROBAR BAJA";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"EJECUTAR BAJA";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TRASLADOS MASIVOS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"BAJAS MASIVAS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"EJECUTAR DEPRECIACION";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONFIGURACIONES";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"GRUPOS DE ELEMENTOS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"NUMERACION";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"UBICACION POR DEFECTO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RESPONSABLES MANTENIMIENTO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CLASES MANTENIMIENTO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TIPOS MANTENIMIENTO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MENSAJE ACTAS TRASLADOS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TERCEROS X CC";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ADMINISTRADORES X CC";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"SUBUBICACIONES X CC";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MANTENIMIENTO X GRUPOS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"VINCULACION TERCEROS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MENSAJE ACTAS INVENTARIO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RECHAZO MANTENIMIENTO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RECHAZO BAJAS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"GENERACION DE INFORMES";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PROCESOS CONSUMO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CIERRE FISCAL";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CIERRE POR PERIODOS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PREPARAR AÑO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONTABILIZAR SALIDAS";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONTRATACION EN SALUD";"";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PLANES TARIFARIOS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CUPS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PLAN DE SERVICIOS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONFIGURACIONES";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PROCESOS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"USUARIOS X CARGOS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ESPECIALIDADES";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"NIVELES DE USUARIOS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"GRUPOS DE SERVICIO";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TRIAGE";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"UNIDADES DE ESTANCIA";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ALMACENES FARMACEUTICOS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"EDAD MINIMA";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TIPOS POLIZA";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CARGOS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PRODUCTO X FORMULACION";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ORIGEN CANCELACION";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MOTIVO CANCELACION";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TIEMPOS ACTIVACION CITA";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TIPOS DIAGNOSTICO";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INTERCONSULTAS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"DIETAS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"NOTAS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ORDENES MEDICAS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MOTIVOS SALIDA";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PREGUNTAS EGRESO";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PREGUNTAS INGRESO";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RUTA IMAGENES";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RUTA ANEXOS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"BLOQUEO X DIA";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"APROBACION PLAN TARIFARIO";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PIE DE PAGINA FACTURAS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"AFECTACION CONTABLE";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"GRUPOS ETAREOS CENSO";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CLINICAS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
