"usuario";"modulo";"madre";"compania"
"USUARIOTMP";"ENTIDADES BANCARIAS";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"DESTINACION DE CUENTAS";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TIPOS DE RETENCION";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CODIGOS EXOGENA";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"BASES DE RETENCION";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"COMPROBANTES";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CRUCE DE COMPROBANTES";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONCEPTOS DE AFECTACION";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONCEPTOS DE PAGO";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ESTRUCTURA CENTROS COSTO";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CENTROS DE COSTO";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONFIGURACION DE INFORMES";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"FORMAS DE PAGO";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"REGIMEN X TERCERO";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TIPOS DE TERCERO";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PROCESOS CONTABLES";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PARTIDA INICIAL CONCILIATORIA";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CREAR DOCUMENTOS LIBRES";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RECAUDOS PENDIENTES";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TRASLADAR SALDO X TERCERO";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CIERRE FISCAL";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CIERRE MENSUAL";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RECLASIFICACION DIRECTA";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PROGRAMAR DIFERIDOS";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"EJECUTAR DIFERIDOS";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PREPARAR AÑO";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ARCHIVO PLANO HORIZONTAL";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TRASLADO DE MOVIMIENTOS DE NOMINA";"CONTABILIDAD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ALMACEN";"";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONSUMO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"SOLICITUD DE CONSUMO";"ALMACEN";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CORREO INTERNO";"";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"BANDEJA DE ENTRADA";"CORREO INTERNO";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"GESTION DE CALIDAD";"";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MAPA DE PROCESOS";"GESTION DE CALIDAD";"CLINICA SAN JUAN DE DIOS"
