usuario;modulo;madre;compania
USUARIOTMP;LEVANTAMIENTO INICIAL;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;COMPRAS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;BAJAS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;MANTENIMIENTOS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;SOLICITUD MANTENIMIENTO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;APROBACION MANTENIMIENTO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;MANTENIMIENTO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;EVALUACION MANTENIMIENTO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;AGENDA MANTENIMIENTO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;PROCESOS INFRAESTRUCTURA;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;APROBAR ORDEN COMPRA;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;APROBAR TRASLADO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;EJECUTAR TRASLADO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;APROBAR BAJA;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;EJECUTAR BAJA;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;TRASLADOS MASIVOS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;BAJAS MASIVAS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;EJECUTAR DEPRECIACION;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;CONFIGURACIONES;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;GRUPOS DE ELEMENTOS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;NUMERACION;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;UBICACION POR DEFECTO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;RESPONSABLES MANTENIMIENTO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;CLASES MANTENIMIENTO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;TIPOS MANTENIMIENTO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;MENSAJE ACTAS TRASLADOS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;TERCEROS X CC;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;ADMINISTRADORES X CC;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;SUBUBICACIONES X CC;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;MANTENIMIENTO X GRUPOS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;VINCULACION TERCEROS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;MENSAJE ACTAS INVENTARIO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;RECHAZO MANTENIMIENTO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;RECHAZO BAJAS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;GENERACION DE INFORMES;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;PROCESOS CONSUMO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;CIERRE FISCAL;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;CIERRE POR PERIODOS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;PREPARAR AÑO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;CONTABILIZAR SALIDAS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;ALMACENES FARMACEUTICOS;CONTRATACION EN SALUD;CLINICA SAN JUAN DE DIOS
USUARIOTMP;INDICADORES HISTORIA CLINICA;ESTADISTICA;CLINICA SAN JUAN DE DIOS
USUARIOTMP;INFORMES HISTORIA CLINICA;ESTADISTICA;CLINICA SAN JUAN DE DIOS
USUARIOTMP;CORREO INTERNO;';CLINICA SAN JUAN DE DIOS
USUARIOTMP;BANDEJA DE ENTRADA;CORREO INTERNO;CLINICA SAN JUAN DE DIOS
USUARIOTMP;GESTION DE CALIDAD;';CLINICA SAN JUAN DE DIOS
USUARIOTMP;MAPA DE PROCESOS;GESTION DE CALIDAD;CLINICA SAN JUAN DE DIOS
