usuario;modulo;madre;compania
USUARIOTMP;PERFIL SEGUIMIENTO FARMACOTERAPÉUTICO;ESTADISTICA;CLINICA SAN JUAN DE DIOS
USUARIOTMP;PLAN ANUAL DE COMPRAS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;POLIFARMACIA DETALLADO;ESTADISTICA;CLINICA SAN JUAN DE DIOS
USUARIOTMP;POLIFARMACIA RESUMIDO;ESTADISTICA;CLINICA SAN JUAN DE DIOS
USUARIOTMP;PREPARAR AÑO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;PRESENTACIONES;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;PRESENTACIONES LABORATORIOS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;PROCESOS CONSUMO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;REGISTRO DE MEDICAMENTOS;ESTADISTICA;CLINICA SAN JUAN DE DIOS
USUARIOTMP;REGISTRO DE MOVIMIENTO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;REMISIONES;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;RIESGOS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;SALIDAS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;SOLICITUD DE CONSUMO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;TARIFARIOS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;TIPOS DE PRODUCTO;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;TRASLADOS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;TRASLADOS DE UNIDADES;ESTADISTICA;CLINICA SAN JUAN DE DIOS
USUARIOTMP;UNIDADES DE MEDIDA;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;USUARIOS X ALMACEN;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;USUARIOS X CENTROS;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;USUARIOS XA SOLICITUD;ALMACEN;CLINICA SAN JUAN DE DIOS
USUARIOTMP;VER SOLICITUDES DE CONSUMO;ALMACEN;CLINICA SAN JUAN DE DIOS
