formato;id_item;item;tipoformato;pantalla;tipodato;liminf;limsup;longitud;tipocontrol;ancho;alto;defecto;parametro;obligatorio;traerde;lineasola;cierrafila;titulo;imagen;tip;mensaje;compania;tftraerde;campotraerde;subformato;fechaconsul;finalidad;causaext;estado;orden;formatoxml;tagxml;etiqxml;cargoxitem
FORMATO NO POS MEDICAMENTOS;5;INFORMACION CLINICA;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;800;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;5;0;;;
FORMATO NO POS MEDICAMENTOS;6;MEDICAMENTOS POS UTILIZADOS;HISTORIA CLINICA;1;;0;0;0;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;6;;;;
FORMATO NO POS MEDICAMENTOS;7;MEDICAMENTOS POS UTILIZADOS;HISTORIA CLINICA;1;L;0;0;0;Medicamentos multilinea;0;0;;;0;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;7;0;;;
FORMATO NO POS MEDICAMENTOS;8;RESPUESTA ALCANZADA CON MEDICAMENTOS POS;HISTORIA CLINICA;1;;0;0;0;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;8;;;;
FORMATO NO POS MEDICAMENTOS;9;RESPUESTA ALCANZADA;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;800;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;9;0;;;
FORMATO NO POS MEDICAMENTOS;10;MEDICAMENTO NO POS SOLICITADO;HISTORIA CLINICA;1;;0;0;0;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;10;;;;
FORMATO NO POS MEDICAMENTOS;11;MEDICAMENTO NO POS SOLICITADO;HISTORIA CLINICA;1;L;0;0;0;Medicamentos unilinea;0;0;;;0;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;11;0;;;
FORMATO NO POS MEDICAMENTOS;12;JUSTIFICACIÓN DEL MEDICAMENTO  SOLICITADO;HISTORIA CLINICA;1;;0;0;0;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;12;;;;
FORMATO NO POS MEDICAMENTOS;13;JUSTIFICACION MEDICAMENTO SOLICITADO;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;800;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;13;0;;;
FORMATO NO POS MEDICAMENTOS;14;EFECTO ESPERADO DEL MEDICAMENTO NO POS SOLICITADO;HISTORIA CLINICA;1;;0;0;0;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;14;;;;
FORMATO NO POS MEDICAMENTOS;15;EFECTO ESPERADO MEDICAMENTO NO POS;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;800;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;15;0;;;
