formato;id_item;item;tipoformato;pantalla;tipodato;liminf;limsup;longitud;tipocontrol;ancho;alto;defecto;parametro;obligatorio;traerde;lineasola;cierrafila;titulo;imagen;tip;mensaje;compania;tftraerde;campotraerde;subformato;fechaconsul;finalidad;causaext;estado;orden;formatoxml;tagxml;etiqxml;cargoxitem
EVASIONES;9;UBICACIÓN DEL PACIENTE;PACIENTE SEGURO;1;C;0;0;0;Lista Opciones;0;0;;";Si se ubicó; No se ubicó";1;;0;0;0;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;11;0;;;
EVASIONES;8;DESCRIPCION;PACIENTE SEGURO;1;C;0;0;600;Area de Texto;600;120;;;1;;1;0;0;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;10;0;;;
EVASIONES;13;NOMBRE DE LA PERSONA A QUIEN SE NOTIFICA  ;PACIENTE SEGURO;1;C;0;0;600;Area de Texto;600;50;;;0;;1;0;0;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;17;0;;;
EVASIONES;15;NOTIFICAR A;PACIENTE SEGURO;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;20;;;;
EVASIONES;18;PACIENTE SEGURO;PACIENTE SEGURO;1;C;0;0;5;Cuadro de Chequeo;0;0;;;0;;0;1;0;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;23;0;;;
EVASIONES;14;NOMBRE DEL ACOMPAÑANTE AL REGRESAR A LA INSTITUCIÓN;PACIENTE SEGURO;1;C;0;0;600;Area de Texto;600;50;;;0;;1;0;0;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;19;0;;;
EVASIONES;21;<b>DESCRIPCIÓN/ OBSERVACIONES (RASGOS FÍSICOS, ALTURA APROXIMADA, CONTEXTURA, DESCRIPCIÓN DEL VESTUARIO)<b> ;PACIENTE SEGURO;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;9;;;;
EVASIONES;22;<b> SEGUIMIENTO A EVASIÓN </b>;PACIENTE SEGURO;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;14;;;;
EVASIONES;24;<b> NOMBRE DEL ACOMPAÑANTE AL REGRESAR A LA INSTITUCIÓN </b>;PACIENTE SEGURO;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;18;;;;
EVASIONES;23;<b> NOMBRE DE LA PERSONA A QUIEN SE NOTIFICA  </b>;PACIENTE SEGURO;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;16;;;;
EVASIONES;20;<h3>FORMATO EVASIONES </h3>;PACIENTE SEGURO;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;1;;;;
EVASIONES;17;MEDICO GENERAL;PACIENTE SEGURO;1;C;0;0;5;Cuadro de Chequeo;0;0;;;0;;0;1;0;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;22;0;;;
EVASIONES;16;JEFE DE ENFERMERIA;PACIENTE SEGURO;1;C;0;0;5;Cuadro de Chequeo;0;0;;;0;;0;1;0;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;21;0;;;
EVASIONES;19;GESTION SOCIAL;PACIENTE SEGURO;1;C;0;0;5;Cuadro de Chequeo;0;0;;;0;;0;1;0;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;24;0;;;
