formato;id_item;item;tipoformato;pantalla;tipodato;liminf;limsup;longitud;tipocontrol;ancho;alto;defecto;parametro;obligatorio;traerde;lineasola;cierrafila;titulo;imagen;tip;mensaje;compania;tftraerde;campotraerde;subformato;fechaconsul;finalidad;causaext;estado;orden;formatoxml;tagxml;etiqxml;cargoxitem
HOJA DE INGRESO;11;HISTORIA PERSONAL;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;HOJA DE INGRESO;1;1;;;;;CLINICA SAN JUAN DE DIOS;HISTORIA CLINICA;HISTORIA PERSONAL;0;;;;AC;11;0;;;
HOJA DE INGRESO;12;<b>ANTECEDENTES</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;12;;;;
HOJA DE INGRESO;13;ANTECEDENTES;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;HOJA DE INGRESO;1;1;;;;;CLINICA SAN JUAN DE DIOS;HISTORIA CLINICA;ANTECEDENTES;0;;;;AC;13;0;;;
HOJA DE INGRESO;14;<b> HISTORIA FAMILIAR</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;14;;;;
HOJA DE INGRESO;15;HISTORIA FAMILIAR;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;HOJA DE INGRESO;1;1;;;;;CLINICA SAN JUAN DE DIOS;HISTORIA CLINICA;HISTORIA FAMILIAR;0;;;;AC;15;0;;;
HOJA DE INGRESO;16;<b>ESTADO DE CONCIENCIA (Alerta, somnoliento, estuporoso, comatoso)</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;16;;;;
HOJA DE INGRESO;17;ESTADO CONCIENCIA;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;17;0;;;
HOJA DE INGRESO;18;<b>ORIENTACIÓN (Autopsíquica y Alopsíquica)</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;18;;;;
HOJA DE INGRESO;19;ORIENTACION;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;19;0;;;
HOJA DE INGRESO;20;<b>PORTE Y ACTITUD (Presentación personal, grado de colaboración,etc.)</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;20;;;;
HOJA DE INGRESO;21;PORTE Y ACTITUD;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;21;0;;;
HOJA DE INGRESO;22;<b>PSICOMOTOR (Alteraciones Cuantitativas y Cualitativas )</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;22;;;;
HOJA DE INGRESO;23;PSICOMOTOR;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;23;0;;;
HOJA DE INGRESO;24;<b>AFECTO (Grupo, modulación, congruencia y resonancia)</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;24;;;;
HOJA DE INGRESO;25;AFECTO;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;25;0;;;
HOJA DE INGRESO;26;<b>EXPRESIÓN DEL PENSAMIENTO (Alteraciones de la forma y del contenido)</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;26;;;;
HOJA DE INGRESO;27;EXPRESION PENSAMIENTO;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;27;0;;;
HOJA DE INGRESO;28;<b>SENSOPERCEPCIÓN (Alucinaciones, ilusiones,etc.)</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;28;;;;
HOJA DE INGRESO;29;SENSOPERCEPCION;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;29;0;;;
HOJA DE INGRESO;30;<b>FUNCIONES MENTALES SUPERIORES (FMS): JUICIO Y RACIOCINIO</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;30;;;;
HOJA DE INGRESO;31;JUICIO Y RACIOCINIO;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;31;0;;;
HOJA DE INGRESO;32;<b>FMS: ATENCIÓN </b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;32;;;;
HOJA DE INGRESO;33;ATENCION;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;33;0;;;
HOJA DE INGRESO;34;<b>FMS: CÁLCULO</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;34;;;;
HOJA DE INGRESO;35;CALCULO;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;35;0;;;
HOJA DE INGRESO;36;<b>FMS: ABSTRACCIÓN </b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;36;;;;
HOJA DE INGRESO;37;ABSTRACCION;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;37;0;;;
HOJA DE INGRESO;38;<b>FMS: MEMORIA</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;38;;;;
HOJA DE INGRESO;39;MEMORIA;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;39;0;;;
HOJA DE INGRESO;40;<b>INTROSPECCIÓN</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;40;;;;
HOJA DE INGRESO;41;INTROSPECCION;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;41;0;;;
HOJA DE INGRESO;42;<b>PROSPECCIÓN</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;42;;;;
HOJA DE INGRESO;43;PROSPECCION;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;43;0;;;
HOJA DE INGRESO;44;<b>ANÁLISIS / CONDUCTA A SEGUIR</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;44;;;;
HOJA DE INGRESO;45;ANALISIS CONDUCTA A SEGUIR;HISTORIA CLINICA;1;L;0;0;0;Area de Texto;650;70;;;1;;1;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;45;0;;;
HOJA DE INGRESO;46;Diagnostico;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;46;;;;
HOJA DE INGRESO;47;<b>CONDUCTA A SEGUIR</b>;HISTORIA CLINICA;1;;0;0;;;;;;;;;;;1;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;47;;;;
HOJA DE INGRESO;48;CONDUCTA A SEGUIR;HISTORIA CLINICA;1;L;0;0;0;Lista Opciones;0;0;;";Ingresar a Hospitalización;Ingresar a Observación Interconsulta por Psiquiatría;Ingresar a Observación;Alta por Referencia;Alta por Contrarreferencia;Alta de Urgencias (Consulta Externa);Alta por especialidad (Definitiva);Alta voluntaria;Alta por evasión;Alta por deceso";1;;0;1;;;;;CLINICA SAN JUAN DE DIOS;;;0;;;;AC;48;0;;;
